latitude,longitude,marker,Acc Y (g),Temp Data,HRot Count,Speed,Samples,Heading GPS (dg),Speed GPS,Accuracy GPS,Altitude GPS,RSSI dBm,HH:mm:ss,SSS
52.31199342296706,4.951631426815829,2,,,,,,-1,0,7,-2,,16:02:18,392
52.31200498999345,4.951611813162408,3,-0.899,0,4,0,1230,-1,0,7,-2,,16:02:20,892
,,3,-0.899,0,4,0,1231,,,,,,,
,,3,-0.898,0,4,0,1232,,,,,,,
,,3,-0.899,0,4,0,1233,,,,,,,
,,3,-0.898,0,4,0,1234,,,,,,,
,,3,-0.899,0,4,0,1235,,,,,,,
,,3,-0.899,0,4,0,1236,,,,,,,
,,3,-0.899,0,4,0,1237,,,,,,,
,,3,-0.899,0,4,0,1238,,,,,,,
,,3,-0.898,0,4,0,1239,,,,,,,
,,3,-0.901,0,4,0,1240,,,,,,16:02:20,900
,,3,-0.9,0,4,0,1241,,,,,,,
,,3,-0.898,0,4,0,1242,,,,,,,
,,3,-0.899,0,4,0,1243,,,,,,,
,,3,-0.901,0,4,0,1244,,,,,,,
,,3,-0.899,0,4,0,1245,,,,,,,
,,3,-0.899,0,4,0,1246,,,,,,,
,,3,-0.899,0,4,0,1247,,,,,,,
,,3,-0.9,0,4,0,1248,,,,,,,
,,3,-0.9,0,4,0,1249,,,,,,,
,,3,-0.898,0,4,0,1250,,,,,,16:02:20,908
,,3,-0.899,0,4,0,1251,,,,,,,
,,3,-0.9,0,4,0,1252,,,,,,,
,,3,-0.9,0,4,0,1253,,,,,,,
,,3,-0.9,0,4,0,1254,,,,,,,
,,3,-0.9,0,4,0,1255,,,,,,,
,,3,-0.901,0,4,0,1256,,,,,,,
,,3,-0.901,0,4,0,1257,,,,,,,
,,3,-0.902,0,4,0,1258,,,,,,,
,,3,-0.902,0,4,0,1259,,,,,,,
,,3,-0.902,0,4,0,1260,,,,,,16:02:20,911
,,3,-0.902,0,4,0,1261,,,,,,,
,,3,-0.903,0,4,0,1262,,,,,,,
,,3,-0.903,0,4,0,1263,,,,,,,
,,3,-0.896,0,4,0,1264,,,,,,,
,,3,-0.893,0,4,0,1265,,,,,,,
,,3,-0.889,0,4,0,1266,,,,,,,
,,3,-0.883,0,4,0,1267,,,,,,,
,,3,-0.876,0,4,0,1268,,,,,,,
,,3,-0.865,0,4,0,1269,,,,,,,
,,3,-0.856,0,4,0,1270,,,,,,16:02:20,927
,,3,-0.855,0,4,0,1271,,,,,,,
,,3,-0.854,0,4,0,1272,,,,,,,
,,3,-0.845,0,4,0,1273,,,,,,,
,,3,-0.844,0,4,0,1274,,,,,,,
,,3,-0.854,0,4,0,1275,,,,,,,
,,3,-0.861,0,4,0,1276,,,,,,,
,,3,-0.862,0,4,0,1277,,,,,,,
,,3,-0.863,0,4,0,1278,,,,,,,
,,3,-0.868,0,4,0,1279,,,,,,,
,,3,-0.886,0,4,0,1280,,,,,,16:02:20,932
,,3,-0.899,0,4,0,1281,,,,,,,
,,3,-0.902,0,4,0,1282,,,,,,,
,,3,-0.895,0,4,0,1283,,,,,,,
,,3,-0.905,0,4,0,1284,,,,,,,
,,3,-0.92,0,4,0,1285,,,,,,,
,,3,-0.93,0,4,0,1286,,,,,,,
,,3,-0.932,0,4,0,1287,,,,,,,
,,3,-0.931,0,4,0,1288,,,,,,,
,,3,-0.939,0,4,0,1289,,,,,,,
,,3,-0.953,0,4,0,1290,,,,,,16:02:20,935
,,3,-0.958,0,4,0,1291,,,,,,,
,,3,-0.952,0,4,0,1292,,,,,,,
,,3,-0.955,0,4,0,1293,,,,,,,
,,3,-0.963,0,4,0,1294,,,,,,,
,,3,-0.971,0,4,0,1295,,,,,,,
,,3,-0.973,0,4,0,1296,,,,,,,
,,3,-0.97,0,4,0,1297,,,,,,,
,,3,-0.971,0,4,0,1298,,,,,,,
,,3,-0.973,0,4,0,1299,,,,,,,
,,3,-0.979,0,4,0,1300,,,,,,16:02:20,939
,,3,-0.981,0,4,0,1301,,,,,,,
,,3,-0.981,0,4,0,1302,,,,,,,
,,3,-0.98,0,4,0,1303,,,,,,,
,,3,-0.983,0,4,0,1304,,,,,,,
,,3,-0.986,0,4,0,1305,,,,,,,
,,3,-0.984,0,4,0,1306,,,,,,,
,,3,-0.984,0,4,0,1307,,,,,,,
,,3,-0.984,0,4,0,1308,,,,,,,
,,3,-0.988,0,4,0,1309,,,,,,,
,,3,-0.99,0,4,0,1310,,,,,,16:02:20,942
,,3,-0.987,0,4,0,1311,,,,,,,
,,3,-0.982,0,4,0,1312,,,,,,,
,,3,-0.984,0,4,0,1313,,,,,,,
,,3,-0.989,0,4,0,1314,,,,,,,
,,3,-0.987,0,4,0,1315,,,,,,,
,,3,-0.981,0,4,0,1316,,,,,,,
,,3,-0.98,0,4,0,1317,,,,,,,
,,3,-0.985,0,4,0,1318,,,,,,,
,,3,-0.985,0,4,0,1319,,,,,,,
,,3,-0.982,0,4,0,1320,,,,,-74,16:02:21,132
,,3,-0.981,0,4,0,1321,,,,,,,
,,3,-0.983,0,4,0,1322,,,,,,,
,,3,-0.985,0,4,0,1323,,,,,,,
,,3,-0.983,0,4,0,1324,,,,,,,
,,3,-0.983,0,4,0,1325,,,,,,,
,,3,-0.985,0,4,0,1326,,,,,,,
,,3,-0.986,0,4,0,1327,,,,,,,
,,3,-0.985,0,4,0,1328,,,,,,,
,,3,-0.985,0,4,0,1329,,,,,,,
,,3,-0.987,0,4,0,1330,,,,,-74,16:02:21,341
,,3,-0.987,0,4,0,1331,,,,,,,
,,3,-0.987,0,4,0,1332,,,,,,,
,,3,-0.985,0,4,0,1333,,,,,,,
,,3,-0.986,0,4,0,1334,,,,,,,
,,3,-0.986,0,4,0,1335,,,,,,,
,,3,-0.986,0,4,0,1336,,,,,,,
,,3,-0.987,0,4,0,1337,,,,,,,
,,3,-0.986,0,4,0,1338,,,,,,,
,,3,-0.985,0,4,0,1339,,,,,,,
,,3,-0.985,0,4,0,1340,,,,,-74,16:02:21,522
,,3,-0.986,0,4,0,1341,,,,,,,
,,3,-0.986,0,4,0,1342,,,,,,,
,,3,-0.985,0,4,0,1343,,,,,,,
,,3,-0.983,0,4,0,1344,,,,,,,
,,3,-0.985,0,4,0,1345,,,,,,,
,,3,-0.985,0,4,0,1346,,,,,,,
,,3,-0.985,0,4,0,1347,,,,,,,
,,3,-0.986,0,4,0,1348,,,,,,,
,,3,-0.986,0,4,0,1349,,,,,,,
,,3,-0.985,0,4,0,1350,,,,,-74,16:02:21,731
,,3,-0.986,0,4,0,1351,,,,,,,
,,3,-0.985,0,4,0,1352,,,,,,,
,,3,-0.988,0,4,0,1353,,,,,,,
,,3,-0.99,0,4,0,1354,,,,,,,
,,3,-0.988,0,4,0,1355,,,,,,,
,,3,-0.988,0,4,0,1356,,,,,,,
,,3,-0.987,0,4,0,1357,,,,,,,
,,3,-0.984,0,4,0,1358,,,,,,,
,,3,-0.987,0,4,0,1359,,,,,,,
,,3,-0.986,0,4,0,1360,,,,,-74,16:02:21,941
,,3,-0.987,0,4,0,1361,,,,,,,
,,3,-0.983,0,4,0,1362,,,,,,,
,,3,-0.985,0,4,0,1363,,,,,,,
,,3,-0.987,0,4,0,1364,,,,,,,
,,3,-0.981,0,4,0,1365,,,,,,,
,,3,-0.981,0,4,0,1366,,,,,,,
,,3,-0.983,0,4,0,1367,,,,,,,
,,3,-0.983,0,4,0,1368,,,,,,,
,,3,-0.98,0,4,0,1369,,,,,,,
52.31201207270162,4.9516014196024765,3,-0.979,0,4,0,1370,-1,0,6,-2,-74,16:02:22,120
,,3,-0.978,0,4,0,1371,,,,,,,
,,3,-0.981,0,4,0,1372,,,,,,,
,,3,-0.98,0,4,0,1373,,,,,,,
,,3,-0.979,0,4,0,1374,,,,,,,
,,3,-0.978,0,4,0,1375,,,,,,,
,,3,-0.977,0,4,0,1376,,,,,,,
,,3,-0.979,0,4,0,1377,,,,,,,
,,3,-0.979,0,4,0,1378,,,,,,,
,,3,-0.977,0,4,0,1379,,,,,,,
,,3,-0.976,0,4,0,1380,,,,,-74,16:02:22,332
,,3,-0.977,0,4,0,1381,,,,,,,
,,3,-0.977,0,4,0,1382,,,,,,,
,,3,-0.978,0,4,0,1383,,,,,,,
,,3,-0.977,0,4,0,1384,,,,,,,
,,3,-0.976,0,4,0,1385,,,,,,,
,,3,-0.976,0,4,0,1386,,,,,,,
,,3,-0.977,0,4,0,1387,,,,,,,
,,3,-0.979,0,4,0,1388,,,,,,,
,,3,-0.977,0,4,0,1389,,,,,,,
,,3,-0.975,0,4,0,1390,,,,,-74,16:02:22,541
,,3,-0.977,0,4,0,1391,,,,,,,
,,3,-0.978,0,4,0,1392,,,,,,,
,,3,-0.977,0,4,0,1393,,,,,,,
,,3,-0.976,0,4,0,1394,,,,,,,
,,3,-0.976,0,4,0,1395,,,,,,,
,,3,-0.977,0,4,0,1396,,,,,,,
,,3,-0.978,0,4,0,1397,,,,,,,
,,3,-0.976,0,4,0,1398,,,,,,,
,,3,-0.976,0,4,0,1399,,,,,,,
,,3,-0.977,0,4,0,1400,,,,,-74,16:02:22,721
,,3,-0.977,0,4,0,1401,,,,,,,
,,3,-0.976,0,4,0,1402,,,,,,,
,,3,-0.975,0,4,0,1403,,,,,,,
,,3,-0.976,0,4,0,1404,,,,,,,
,,3,-0.977,0,4,0,1405,,,,,,,
,,3,-0.976,0,4,0,1406,,,,,,,
,,3,-0.976,0,4,0,1407,,,,,,,
,,3,-0.976,0,4,0,1408,,,,,,,
,,3,-0.976,0,4,0,1409,,,,,,,
,,3,-0.978,0,4,0,1410,,,,,-74,16:02:22,931
,,3,-0.978,0,4,0,1411,,,,,,,
,,3,-0.977,0,4,0,1412,,,,,,,
,,3,-0.977,0,4,0,1413,,,,,,,
,,3,-0.977,0,4,0,1414,,,,,,,
,,3,-0.977,0,4,0,1415,,,,,,,
,,3,-0.976,0,4,0,1416,,,,,,,
,,3,-0.976,0,4,0,1417,,,,,,,
,,3,-0.976,0,4,0,1418,,,,,,,
,,3,-0.975,0,4,0,1419,,,,,,,
,,3,-0.975,0,4,0,1420,,,,,-74,16:02:23,141
,,3,-0.974,0,4,0,1421,,,,,,,
,,3,-0.976,0,4,0,1422,,,,,,,
,,3,-0.975,0,4,0,1423,,,,,,,
,,3,-0.975,0,4,0,1424,,,,,,,
,,3,-0.975,0,4,0,1425,,,,,,,
,,3,-0.975,0,4,0,1426,,,,,,,
,,3,-0.976,0,4,0,1427,,,,,,,
,,3,-0.977,0,4,0,1428,,,,,,,
,,3,-0.977,0,4,0,1429,,,,,,,
,,3,-0.976,0,4,0,1430,,,,,-74,16:02:23,349
,,3,-0.977,0,4,0,1431,,,,,,,
,,3,-0.976,0,4,0,1432,,,,,,,
,,3,-0.977,0,4,0,1433,,,,,,,
,,3,-0.978,0,4,0,1434,,,,,,,
,,3,-0.977,0,4,0,1435,,,,,,,
,,3,-0.977,0,4,0,1436,,,,,,,
,,3,-0.979,0,4,0,1437,,,,,,,
,,3,-0.979,0,4,0,1438,,,,,,,
,,3,-0.979,0,4,0,1439,,,,,,,
,,3,-0.979,0,4,0,1440,,,,,-74,16:02:23,530
,,3,-0.979,0,4,0,1441,,,,,,,
,,3,-0.98,0,4,0,1442,,,,,,,
,,3,-0.98,0,4,0,1443,,,,,,,
,,3,-0.98,0,4,0,1444,,,,,,,
,,3,-0.981,0,4,0,1445,,,,,,,
,,3,-0.979,0,4,0,1446,,,,,,,
,,3,-0.978,0,4,0,1447,,,,,,,
,,3,-0.98,0,4,0,1448,,,,,,,
,,3,-0.979,0,4,0,1449,,,,,,,
,,3,-0.979,0,4,0,1450,,,,,-74,16:02:23,740
,,3,-0.978,0,4,0,1451,,,,,,,
,,3,-0.979,0,4,0,1452,,,,,,,
,,3,-0.978,0,4,0,1453,,,,,,,
,,3,-0.975,0,4,0,1454,,,,,,,
,,3,-0.979,0,4,0,1455,,,,,,,
,,3,-0.979,0,4,0,1456,,,,,,,
,,3,-0.977,0,4,0,1457,,,,,,,
,,3,-0.975,0,4,0,1458,,,,,,,
,,3,-0.978,0,4,0,1459,,,,,,,
,,3,-0.981,0,4,0,1460,,,,,-74,16:02:23,920
,,3,-0.978,0,4,0,1461,,,,,,,
,,3,-0.975,0,4,0,1462,,,,,,,
,,3,-0.978,0,4,0,1463,,,,,,,
,,3,-0.98,0,4,0,1464,,,,,,,
,,3,-0.979,0,4,0,1465,,,,,,,
,,3,-0.979,0,4,0,1466,,,,,,,
,,3,-0.977,0,4,0,1467,,,,,,,
,,3,-0.979,0,4,0,1468,,,,,,,
,,3,-0.982,0,4,0,1469,,,,,,,
,,3,-0.979,0,4,0,1470,,,,,-74,16:02:24,130
,,3,-0.976,0,4,0,1471,,,,,,,
,,3,-0.976,0,4,0,1472,,,,,,,
,,3,-0.978,0,4,0,1473,,,,,,,
,,3,-0.979,0,4,0,1474,,,,,,,
,,3,-0.977,0,4,0,1475,,,,,,,
,,3,-0.973,0,4,0,1476,,,,,,,
,,3,-0.971,0,4,0,1477,,,,,,,
,,3,-0.974,0,4,0,1478,,,,,,,
,,3,-0.978,0,4,0,1479,,,,,,,
,,3,-0.974,0,4,0,1480,,,,,-74,16:02:24,340
,,3,-0.965,0,4,0,1481,,,,,,,
,,3,-0.967,0,4,0,1482,,,,,,,
,,3,-0.975,0,4,0,1483,,,,,,,
,,3,-0.974,0,4,0,1484,,,,,,,
,,3,-0.968,0,4,0,1485,,,,,,,
